job_title,company,location,employment_type,experience,salary,team_size,interview_rounds,required_skills,nice_to_have,perks,domain
Finance Manager,Groww,Hyderabad / Remote,Full-Time,1+ years,₹19–33 LPA,~20,3,"Treasury, Excel, LBO Modeling, Budgeting, GAAP, Oracle Financials, DCF Analysis","QuickBooks, Bloomberg Terminal, IFRS","Remote-first culture, Gym membership, Maternity/paternity leave, Free meals",Finance
Senior Software Engineer,Morgan Stanley,Kochi / Remote,Full-Time,5+ years,₹12–32 LPA,~35,3,"C++, AWS, Node.js, Rust, Python, MongoDB, JavaScript","Java, Microservices, Angular","Health & dental insurance, Mental health support, Gym membership, Remote-first culture",Software Engineering
Design Systems Engineer,Oracle,Chennai / Remote,Full-Time,8+ years,₹24–53 LPA,~24,3,"Heuristic Evaluation, Storyboarding, Interaction Design, Visual Design, Prototyping, User Research, Usability Testing, Zeplin","Design Systems, Design Thinking, Sketch","Mental health support, Flexible work hours, Maternity/paternity leave, Annual performance bonus, Remote-first culture",UI/UX Design
Platform PM,PhonePe,Delhi / Remote,Full-Time,9+ years,₹9–25 LPA,~34,4,"OKRs, Amplitude, Figma, Miro, Feature Prioritisation, Scrum, Confluence, Competitive Analysis, Python, Stakeholder Management","Kanban, Mixpanel, Go-to-Market Strategy","Flexible work hours, Annual performance bonus, Quarterly offsites, Health & dental insurance",Product Management
Head of DevOps,boAt,Delhi / Remote,Full-Time,8+ years,₹14–49 LPA,~15,5,"Terraform, HAProxy, GitHub Actions, Prometheus, GCP, FluxCD","New Relic, Helm, AWS","₹50K learning budget, MacBook Pro, ESOPs, Flexible work hours, Health & dental insurance",DevOps
Associate PM,Razorpay,Pune / Remote,Full-Time,2+ years,₹11–59 LPA,~25,5,"KPIs, OKRs, Confluence, Figma, Product Analytics, Feature Prioritisation, Python, Competitive Analysis, Growth Hacking, Scrum","User Research, SQL, Usability Testing","Gym membership, Quarterly offsites, MacBook Pro, ₹50K learning budget, Remote-first culture, Maternity/paternity leave",Product Management
Performance Marketer,Groww,Jaipur / Remote,Full-Time,2+ years,₹17–28 LPA,~29,3,"Programmatic Advertising, Google Ads, Influencer Marketing, Adobe Suite, Video Marketing, SEO, Meta Ads, Conversion Rate Optimisation, PPC, Community Management","CRM, PR, Salesforce","Mental health support, ₹50K learning budget, MacBook Pro, ESOPs, Health & dental insurance",Marketing
HR Generalist,Zerodha,Pune / Remote,Full-Time,8+ years,₹24–71 LPA,~38,3,"Compensation & Benefits, Labor Law, SuccessFactors, Training & Development, Change Management, Employer Branding, Workforce Planning, Payroll","HRMS, HRIS, Exit Management","Mental health support, Quarterly offsites, Maternity/paternity leave, Annual performance bonus, Health & dental insurance",Human Resources
Site Reliability Engineer,Vedantu,Gurgaon / Remote,Full-Time,8+ years,₹29–43 LPA,~35,3,"HAProxy, Pulumi, Prometheus, Site Reliability Engineering, Consul, Infrastructure as Code, GCP, Ansible, Linux, GitLab CI","CloudFormation, Vault, FluxCD","MacBook Pro, Annual performance bonus, ₹50K learning budget, Maternity/paternity leave, ESOPs, Free meals",DevOps
Backend Developer,PwC,Hyderabad / Remote,Full-Time,6+ years,₹16–57 LPA,~27,4,"Azure, Go, JavaScript, Java, Linux, Vue.js, GCP, SQL, Microservices, Python","C++, TypeScript, Spring Boot","Flexible work hours, Quarterly offsites, Mental health support, MacBook Pro, Annual performance bonus",Software Engineering
People Ops Manager,boAt,Gurgaon / Remote,Full-Time,7+ years,₹25–62 LPA,~10,6,"SAP HR, HRMS, Onboarding, Workforce Planning, Compensation & Benefits, Diversity & Inclusion","Labor Law, Change Management, HR Analytics","Free meals, ₹50K learning budget, Health & dental insurance, Quarterly offsites, Gym membership, Mental health support",Human Resources
Investment Analyst,Byju's,Ahmedabad / Remote,Full-Time,8+ years,₹10–22 LPA,~38,4,"M&A, DCF Analysis, QuickBooks, CFA, Tax Compliance, Accounting","VBA, Valuation, FP&A","Health & dental insurance, Mental health support, Quarterly offsites, Free meals, Flexible work hours",Finance
Director of Product,HDFC Bank,Gurgaon / Remote,Full-Time,7+ years,₹19–50 LPA,~6,3,"Kanban, Figma, Growth Hacking, Scrum, Stakeholder Management, Wireframing","Amplitude, KPIs, RICE Framework","Free meals, Maternity/paternity leave, Flexible work hours, MacBook Pro, ESOPs, Quarterly offsites",Product Management
Business Development Manager,Razorpay,Kochi / Remote,Full-Time,8+ years,₹21–43 LPA,~23,5,"Revenue Forecasting, CRM, Demo Skills, Cross-selling, Salesforce, Enterprise Sales, Upselling, MEDDIC, Customer Success","SPIN Selling, BDR, Lead Generation","Free meals, Flexible work hours, MacBook Pro, Mental health support",Sales
Product Manager,Byju's,Ahmedabad / Remote,Full-Time,4+ years,₹14–60 LPA,~23,6,"Stakeholder Management, Python, Confluence, Miro, Feature Prioritisation, Agile, JIRA","Kanban, KPIs, Scrum","Flexible work hours, Quarterly offsites, Health & dental insurance, Gym membership, MacBook Pro, Annual performance bonus",Product Management
UX Researcher,InMobi,Mumbai / Remote,Full-Time,9+ years,₹18–28 LPA,~31,3,"Prototyping, User Flows, Adobe XD, Lottie, Usability Testing, Visual Design, Figma, Principle","A/B Testing, HTML/CSS, Card Sorting","₹50K learning budget, Free meals, Annual performance bonus, ESOPs, Remote-first culture",UI/UX Design
Principal Engineer,Ola,Chennai / Remote,Full-Time,4+ years,₹20–36 LPA,~6,5,"TypeScript, Java, Rust, MongoDB, Kafka, Angular, Azure, Redis","Git, Linux, Docker","Maternity/paternity leave, Annual performance bonus, ₹50K learning budget, Quarterly offsites, Remote-first culture",Software Engineering
Computer Vision Engineer,Lenskart,Kolkata / Remote,Full-Time,4+ years,₹13–45 LPA,~20,6,"Python, BigQuery, Tableau, Pandas, BERT, SQL, Statistics","Kafka, R, XGBoost","Gym membership, Remote-first culture, Maternity/paternity leave, Mental health support, Health & dental insurance",Data Science
Brand Manager,InMobi,Chennai / Remote,Full-Time,5+ years,₹15–58 LPA,~24,3,"Marketing Automation, Adobe Suite, Market Research, Social Media, Salesforce, Copywriting, HubSpot, Marketo","Meta Ads, Conversion Rate Optimisation, LinkedIn Ads","Health & dental insurance, Flexible work hours, Quarterly offsites, Annual performance bonus",Marketing
Principal Engineer,Browserstack,Mumbai / Remote,Full-Time,9+ years,₹25–62 LPA,~15,5,"Django, Node.js, TypeScript, Python, Terraform, FastAPI, SQL, RabbitMQ, Elasticsearch, Git","REST APIs, GraphQL, Vue.js","Gym membership, Health & dental insurance, Mental health support, Quarterly offsites, Maternity/paternity leave",Software Engineering
CFO,Swiggy,Delhi / Remote,Full-Time,4+ years,₹11–27 LPA,~8,5,"Oracle Financials, IFRS, Equity Research, SAP, Investment Banking, M&A","Cash Flow Management, Treasury, Valuation","Maternity/paternity leave, Free meals, Mental health support, Remote-first culture, Quarterly offsites, Health & dental insurance",Finance
SDR,Netflix,Kolkata / Remote,Full-Time,6+ years,₹13–56 LPA,~31,6,"Cross-selling, SPIN Selling, Negotiation, Upselling, SDR, BDR, Enterprise Sales","MEDDIC, Cold Outreach, LinkedIn Sales Navigator","Quarterly offsites, Flexible work hours, MacBook Pro, ESOPs",Sales
Finance Manager,Flipkart,Bangalore / Remote,Full-Time,7+ years,₹8–53 LPA,~8,3,"Risk Analysis, Equity Research, CA, VBA, Financial Modeling, Tax Compliance, FP&A, IFRS, QuickBooks","SAP, Investment Banking, CFA","Annual performance bonus, Maternity/paternity leave, Quarterly offsites, Free meals, MacBook Pro, ₹50K learning budget",Finance
Platform Engineer,Swiggy,Mumbai / Remote,Full-Time,9+ years,₹20–33 LPA,~15,6,"Site Reliability Engineering, Terraform, Loki, Bash, Helm, Kubernetes, CloudFormation, Grafana, Datadog, Linux","Docker, GCP, Vault","Annual performance bonus, Maternity/paternity leave, Mental health support, Remote-first culture",DevOps
Content Strategist,Byju's,Kolkata / Remote,Full-Time,7+ years,₹18–43 LPA,~32,5,"Growth Hacking, SEM, Salesforce, Brand Strategy, Community Management, Adobe Suite, Programmatic Advertising","CRM, Marketing Automation, Copywriting","Gym membership, ₹50K learning budget, Mental health support, Remote-first culture",Marketing
Senior Data Scientist,Salesforce,Hyderabad / Remote,Full-Time,2+ years,₹24–62 LPA,~21,3,"Python, Hive, Keras, Kafka, Feature Engineering, SQL, Airflow, PyTorch","MLflow, Spark, BigQuery","Maternity/paternity leave, Mental health support, Flexible work hours, Remote-first culture, ₹50K learning budget",Data Science
Cloud Architect,Amazon,Delhi / Remote,Full-Time,5+ years,₹24–68 LPA,~19,4,"GCP, Infrastructure as Code, Azure, Service Mesh, Istio, GitLab CI, Ansible, Loki, FluxCD","Bash, Nginx, Terraform","MacBook Pro, Annual performance bonus, Mental health support, Quarterly offsites, Flexible work hours",DevOps
Growth Manager,Meta,Pune / Remote,Full-Time,1+ years,₹27–74 LPA,~26,4,"HubSpot, Market Research, Community Management, Content Marketing, Salesforce, Programmatic Advertising","Social Media, Marketing Automation, SEO","Gym membership, Maternity/paternity leave, Remote-first culture, Annual performance bonus, Quarterly offsites, Mental health support",Marketing
Sales Director,Mphasis,Ahmedabad / Remote,Full-Time,3+ years,₹10–41 LPA,~23,6,"Contract Negotiation, Enterprise Sales, Negotiation, Cross-selling, BDR, Account Management, Upselling, Cold Outreach, SDR, LinkedIn Sales Navigator","CRM, Salesforce, Revenue Forecasting","Maternity/paternity leave, Remote-first culture, Health & dental insurance, ₹50K learning budget",Sales
CISO,Infosys,Ahmedabad / Remote,Full-Time,6+ years,₹14–47 LPA,~12,4,"Penetration Testing, ISO 27001, OSCP, Zero Trust, Cloud Security (AWS/GCP), Forensics, Wireshark, Threat Intelligence, DLP","SOC Operations, SIEM, NIST Framework","Gym membership, Health & dental insurance, Mental health support, MacBook Pro, Free meals",Cybersecurity
Site Reliability Engineer,Meesho,Kochi / Remote,Full-Time,1+ years,₹8–58 LPA,~9,5,"Grafana, Jenkins, New Relic, Bash, Nginx, EKS, CloudFormation, Consul, Site Reliability Engineering","GitHub Actions, Azure, Ansible","Health & dental insurance, Remote-first culture, Free meals, Flexible work hours, Gym membership",DevOps
CHRO,HDFC Bank,Bangalore / Remote,Full-Time,7+ years,₹12–35 LPA,~18,4,"Performance Management, Exit Management, SAP HR, Training & Development, Conflict Resolution, Workforce Planning, Labor Law, Organisational Development","HR Analytics, HRMS, Change Management","Health & dental insurance, Remote-first culture, Flexible work hours, MacBook Pro, Mental health support, Maternity/paternity leave",Human Resources
Staff Engineer,PwC,Bangalore / Remote,Full-Time,8+ years,₹20–51 LPA,~24,5,"Node.js, Terraform, Angular, Java, Kubernetes, Linux, JavaScript, Redis, FastAPI","Rust, Git, MongoDB","Health & dental insurance, Flexible work hours, Quarterly offsites, Annual performance bonus",Software Engineering
Content Strategist,TCS,Chennai / Remote,Full-Time,3+ years,₹29–52 LPA,~27,6,"Email Marketing, Conversion Rate Optimisation, Google Analytics, SEM, SEO, Influencer Marketing","LinkedIn Ads, Marketo, Market Research","Remote-first culture, Gym membership, Quarterly offsites, MacBook Pro",Marketing
Security Engineer,Morgan Stanley,Ahmedabad / Remote,Full-Time,4+ years,₹10–52 LPA,~17,3,"Splunk, SOC Operations, Metasploit, Vulnerability Assessment, OSCP, IAM, Firewalls, ISO 27001, NIST Framework, SIEM","PKI, CISSP, Cloud Security (AWS/GCP)","Maternity/paternity leave, Mental health support, Health & dental insurance, Flexible work hours, Remote-first culture",Cybersecurity
Growth Manager,Groww,Pune / Remote,Full-Time,4+ years,₹26–42 LPA,~21,4,"Google Analytics, Adobe Suite, LinkedIn Ads, PR, Brand Strategy, Video Marketing, Email Marketing, Marketing Automation","PPC, Marketo, Community Management","Mental health support, Free meals, Annual performance bonus, Quarterly offsites, ₹50K learning budget",Marketing
Security Analyst,Meesho,Mumbai / Remote,Full-Time,7+ years,₹28–43 LPA,~31,6,"Python, OSCP, ISO 27001, Wireshark, Threat Intelligence, Vulnerability Assessment, Metasploit","Bash, IAM, DLP","Gym membership, Annual performance bonus, Health & dental insurance, Maternity/paternity leave",Cybersecurity
Staff Engineer,Morgan Stanley,Delhi / Remote,Full-Time,2+ years,₹26–64 LPA,~21,5,"System Design, Microservices, SQL, JavaScript, gRPC, REST APIs","PostgreSQL, Azure, Terraform","Free meals, Health & dental insurance, Maternity/paternity leave, ESOPs, Quarterly offsites, Annual performance bonus",Software Engineering
Senior AE,Vedantu,Kochi / Remote,Full-Time,6+ years,₹11–33 LPA,~29,5,"Solution Selling, LinkedIn Sales Navigator, Demo Skills, CRM, Proposal Writing, MEDDIC","HubSpot, SPIN Selling, Cross-selling","Gym membership, Remote-first culture, MacBook Pro, Quarterly offsites, Free meals",Sales
Senior Data Scientist,MakeMyTrip,Bangalore / Remote,Full-Time,1+ years,₹12–40 LPA,~6,3,"Feature Engineering, Kubeflow, LightGBM, Hypothesis Testing, Computer Vision, A/B Testing","Hadoop, Tableau, Time Series","Remote-first culture, MacBook Pro, Annual performance bonus, ₹50K learning budget, Quarterly offsites",Data Science
Financial Analyst,Zoho,Delhi / Remote,Full-Time,2+ years,₹27–74 LPA,~26,3,"Credit Analysis, SAP, QuickBooks, Oracle Financials, Equity Research, Tally, CFA, Risk Analysis, Bloomberg Terminal, Cash Flow Management","Investment Banking, Financial Modeling, Valuation","Mental health support, Health & dental insurance, ESOPs, Flexible work hours, Free meals, Gym membership",Finance
UI Designer,Goldman Sachs,Mumbai / Remote,Full-Time,3+ years,₹22–59 LPA,~33,5,"Visual Design, Adobe XD, Prototyping, HTML/CSS, Storyboarding, Wireframing, Accessibility (WCAG), Motion Design, Lottie, Principle","Usability Testing, Zeplin, A/B Testing","Gym membership, Mental health support, ₹50K learning budget, Maternity/paternity leave",UI/UX Design
Full Stack Developer,Infosys,Jaipur / Remote,Full-Time,7+ years,₹28–65 LPA,~8,6,"Microservices, Go, TypeScript, Azure, Kubernetes, Linux, GraphQL","GCP, SQL, CI/CD","Mental health support, Gym membership, Free meals, Flexible work hours, ESOPs",Software Engineering
Infrastructure Engineer,Swiggy,Noida / Remote,Full-Time,1+ years,₹10–24 LPA,~12,6,"GKE, GitLab CI, Infrastructure as Code, AWS, Docker, Ansible","CloudFormation, Azure, Loki","Annual performance bonus, ESOPs, MacBook Pro, Flexible work hours, Remote-first culture",DevOps
Backend Developer,Capgemini,Bangalore / Remote,Full-Time,8+ years,₹18–64 LPA,~10,3,"SQL, React, System Design, Terraform, CI/CD, Azure","Elasticsearch, GraphQL, RabbitMQ","MacBook Pro, ₹50K learning budget, Free meals, Maternity/paternity leave, ESOPs, Gym membership",Software Engineering
NLP Engineer,HCL,Noida / Remote,Full-Time,4+ years,₹19–65 LPA,~18,6,"Tableau, Scikit-learn, BigQuery, Statistics, Time Series, Airflow, Redshift, Data Modeling, Python, PyTorch","NLP, Feature Engineering, Keras","Mental health support, ₹50K learning budget, Health & dental insurance, Flexible work hours",Data Science
Design Systems Engineer,Microsoft,Kochi / Remote,Full-Time,3+ years,₹26–64 LPA,~15,3,"Sketch, Visual Design, HTML/CSS, Accessibility (WCAG), Principle, Card Sorting","Motion Design, Adobe XD, Wireframing","ESOPs, Free meals, ₹50K learning budget, Annual performance bonus",UI/UX Design
Platform Engineer,PwC,Chennai / Remote,Full-Time,6+ years,₹30–79 LPA,~16,3,"ArgoCD, Nginx, Jenkins, GitHub Actions, Bash, Terraform, GCP, Istio","GKE, Linux, Loki","₹50K learning budget, Annual performance bonus, MacBook Pro, Flexible work hours, Free meals",DevOps
People Ops Manager,Vedantu,Jaipur / Remote,Full-Time,5+ years,₹22–69 LPA,~30,5,"SAP HR, Diversity & Inclusion, Succession Planning, HR Analytics, HRIS, LinkedIn Recruiter, Talent Acquisition, Employee Relations, Organisational Development","Performance Management, Exit Management, Conflict Resolution","Health & dental insurance, Free meals, ESOPs, Quarterly offsites",Human Resources
Design Lead,Freshworks,Kochi / Remote,Full-Time,3+ years,₹8–25 LPA,~9,4,"Design Systems, Zeplin, Information Architecture, Figma, Prototyping, Design Thinking, Wireframing, Lottie, A/B Testing","InVision, Card Sorting, Accessibility (WCAG)","₹50K learning budget, MacBook Pro, Maternity/paternity leave, Remote-first culture, Quarterly offsites, Flexible work hours",UI/UX Design
Head of HR,Atlassian,Delhi / Remote,Full-Time,4+ years,₹9–50 LPA,~12,4,"Succession Planning, Diversity & Inclusion, Performance Management, Labor Law, Exit Management, Organisational Development","SuccessFactors, Employer Branding, Employee Relations","Remote-first culture, Quarterly offsites, Free meals, Health & dental insurance, ₹50K learning budget, Gym membership",Human Resources
Platform Engineer,HDFC Bank,Delhi / Remote,Full-Time,3+ years,₹17–36 LPA,~31,5,"FluxCD, GKE, Terraform, Docker, Ansible, Azure, EKS","HAProxy, GitLab CI, Consul","Free meals, Gym membership, MacBook Pro, Mental health support",DevOps
Head of DevOps,Infosys,Kolkata / Remote,Full-Time,1+ years,₹20–57 LPA,~28,6,"AWS, GitLab CI, GCP, Consul, Vault, Site Reliability Engineering","New Relic, ArgoCD, Grafana","Maternity/paternity leave, Remote-first culture, Gym membership, Free meals, Quarterly offsites, ESOPs",DevOps
Senior DevOps Engineer,Paytm,Jaipur / Remote,Full-Time,6+ years,₹16–65 LPA,~17,4,"ArgoCD, GCP, Service Mesh, Grafana, Site Reliability Engineering, GitLab CI, Azure, Terraform, Bash, Ansible","FluxCD, Vault, Datadog","Free meals, ₹50K learning budget, MacBook Pro, Annual performance bonus, Remote-first culture",DevOps
Business Development Manager,Airbnb,Mumbai / Remote,Full-Time,6+ years,₹23–59 LPA,~15,3,"Demo Skills, Customer Success, Enterprise Sales, Proposal Writing, MEDDIC, SPIN Selling, B2B Sales","Contract Negotiation, Upselling, Pipeline Management","Annual performance bonus, Free meals, Remote-first culture, Maternity/paternity leave",Sales
FP&A Analyst,Byju's,Hyderabad / Remote,Full-Time,1+ years,₹8–18 LPA,~32,6,"Due Diligence, Financial Modeling, IFRS, Oracle Financials, Financial Reporting, Tax Compliance, Bloomberg Terminal, CA, Investment Banking","CFA, VBA, Auditing","Free meals, Quarterly offsites, Gym membership, ESOPs, Flexible work hours",Finance
HR Business Partner,Uber,Hyderabad / Remote,Full-Time,3+ years,₹27–52 LPA,~5,4,"Change Management, Performance Management, Training & Development, Workday, Diversity & Inclusion, Labor Law","Employee Relations, SuccessFactors, Organisational Development","Free meals, ₹50K learning budget, Remote-first culture, Annual performance bonus, Mental health support, Quarterly offsites",Human Resources
Security Analyst,Apple,Bangalore / Remote,Full-Time,6+ years,₹25–47 LPA,~16,6,"SOC Operations, ISO 27001, Cryptography, Threat Intelligence, Network Security, PKI, DLP, Forensics","OWASP Top 10, NIST Framework, Zero Trust","₹50K learning budget, Mental health support, Free meals, Gym membership",Cybersecurity
Platform Engineer,Atlassian,Jaipur / Remote,Full-Time,5+ years,₹14–44 LPA,~14,6,"FluxCD, Linux, New Relic, Consul, GitLab CI, Service Mesh, Grafana","Pulumi, Terraform, Jenkins","Remote-first culture, Free meals, Mental health support, Gym membership, Flexible work hours, Health & dental insurance",DevOps
VP Sales,Mphasis,Chennai / Remote,Full-Time,2+ years,₹30–43 LPA,~29,6,"CRM, Demo Skills, Revenue Forecasting, HubSpot, SDR, Negotiation, Customer Success","Salesforce, MEDDIC, Contract Negotiation","MacBook Pro, Maternity/paternity leave, Remote-first culture, Health & dental insurance, Quarterly offsites, Flexible work hours",Sales
Investment Analyst,Microsoft,Kochi / Remote,Full-Time,2+ years,₹21–35 LPA,~12,5,"Cash Flow Management, Tally, Equity Research, Treasury, Excel, Due Diligence","Credit Analysis, Bloomberg Terminal, Oracle Financials","Gym membership, Annual performance bonus, Maternity/paternity leave, ₹50K learning budget",Finance
Computer Vision Engineer,TCS,Kochi / Remote,Full-Time,5+ years,₹27–46 LPA,~30,6,"Pandas, Data Modeling, Feature Engineering, Airflow, Kubeflow, TensorFlow, Statistics, Time Series, Hypothesis Testing, Hadoop","R, Power BI, PostgreSQL","Mental health support, ESOPs, Flexible work hours, Maternity/paternity leave, Quarterly offsites, Gym membership",Data Science
People Ops Manager,Groww,Jaipur / Remote,Full-Time,7+ years,₹14–50 LPA,~7,6,"Talent Acquisition, Workforce Planning, LinkedIn Recruiter, Employer Branding, Performance Management, SAP HR, Employee Relations, Labor Law, Training & Development, HRMS","Onboarding, Workday, Compensation & Benefits","Annual performance bonus, Mental health support, Quarterly offsites, ESOPs, Maternity/paternity leave",Human Resources
DevOps Engineer,boAt,Kolkata / Remote,Full-Time,1+ years,₹24–43 LPA,~27,4,"AWS, EKS, Site Reliability Engineering, Vault, Service Mesh, Datadog, GitHub Actions","ArgoCD, Consul, GitLab CI","Free meals, Quarterly offsites, Health & dental insurance, Maternity/paternity leave, ESOPs, Annual performance bonus",DevOps
Backend Developer,Adobe,Pune / Remote,Full-Time,7+ years,₹22–41 LPA,~21,4,"JavaScript, Spring Boot, System Design, Azure, Angular, FastAPI, Python, gRPC","Linux, Jenkins, Django","Quarterly offsites, Gym membership, ₹50K learning budget, Mental health support, Remote-first culture, ESOPs",Software Engineering
UX Researcher,IBM,Kolkata / Remote,Full-Time,6+ years,₹30–65 LPA,~6,5,"Wireframing, Visual Design, User Research, Zeplin, Card Sorting, Motion Design, User Flows, Accessibility (WCAG)","Prototyping, Figma, HTML/CSS","Remote-first culture, Gym membership, Health & dental insurance, Flexible work hours, MacBook Pro, Mental health support",UI/UX Design
Head of HR,Zomato,Noida / Remote,Full-Time,7+ years,₹27–37 LPA,~9,4,"Workforce Planning, Training & Development, HR Analytics, Diversity & Inclusion, LinkedIn Recruiter, Talent Acquisition, HRIS, Exit Management","Organisational Development, HRMS, Change Management","Free meals, Quarterly offsites, MacBook Pro, Remote-first culture, Gym membership, ₹50K learning budget",Human Resources
Marketing Lead,MakeMyTrip,Mumbai / Remote,Full-Time,9+ years,₹23–59 LPA,~27,4,"SEO, Adobe Suite, Google Ads, Conversion Rate Optimisation, Marketing Automation, Community Management, LinkedIn Ads","Market Research, Copywriting, Content Marketing","Maternity/paternity leave, Remote-first culture, Flexible work hours, ESOPs",Marketing
Performance Marketer,Morgan Stanley,Delhi / Remote,Full-Time,1+ years,₹20–30 LPA,~18,6,"HubSpot, Content Marketing, Video Marketing, LinkedIn Ads, PPC, SEO, Social Media","Salesforce, Meta Ads, Brand Strategy","Remote-first culture, Gym membership, Health & dental insurance, Quarterly offsites",Marketing
AI Engineer,Capgemini,Kochi / Remote,Full-Time,6+ years,₹14–58 LPA,~22,3,"LightGBM, Hadoop, Time Series, PostgreSQL, PyTorch, Python, SQL, Feature Engineering","NumPy, NLP, Scikit-learn","Annual performance bonus, Mental health support, MacBook Pro, Gym membership, Free meals, ₹50K learning budget",Data Science
Security Analyst,Byju's,Chennai / Remote,Full-Time,9+ years,₹14–55 LPA,~13,4,"PKI, Python, Cloud Security (AWS/GCP), Forensics, SIEM, Threat Intelligence, DLP, Vulnerability Assessment","Metasploit, Bash, CISSP","MacBook Pro, Quarterly offsites, Flexible work hours, Remote-first culture, Annual performance bonus",Cybersecurity
Platform Engineer,HDFC Bank,Pune / Remote,Full-Time,8+ years,₹8–45 LPA,~38,6,"Loki, Python, Pulumi, Linux, Ansible, EKS, Vault","Kubernetes, Site Reliability Engineering, AWS","Remote-first culture, Mental health support, ₹50K learning budget, Annual performance bonus, MacBook Pro",DevOps
Senior Financial Analyst,Swiggy,Delhi / Remote,Full-Time,6+ years,₹23–47 LPA,~10,4,"Credit Analysis, DCF Analysis, Financial Reporting, Due Diligence, GAAP, LBO Modeling","M&A, SAP, Cash Flow Management","MacBook Pro, Gym membership, ₹50K learning budget, Health & dental insurance, Free meals, Flexible work hours",Finance
Credit Analyst,CRED,Mumbai / Remote,Full-Time,6+ years,₹29–46 LPA,~5,6,"QuickBooks, SAP, Investment Banking, Risk Analysis, M&A, VBA, Budgeting, CA, Financial Modeling, Credit Analysis","Bloomberg Terminal, Auditing, Tally","MacBook Pro, Health & dental insurance, Free meals, Remote-first culture, Flexible work hours, ESOPs",Finance
